content,sentiment
watching the original sabrina the teenage witch movie. so different from the series but so rad,sad
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,happy
@aileen2u2 It's pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.,happy
"@cherrytreerec hows the peas doin? if you meet them, tell them i said hello",happy
Theres nothing like your own pillow.,angry
Just finished Church. Happy Mother's Day!,happy
Church is in 8 hours! I better hurry up so I can get some sleep!,angry
is looking forward to tonight's dinner date with Mom; is gymming this afternoon; started &quot;bawas kanin&quot; (less rice) movement; is celibate.,neutral
@Dr_Jared I thought of u man!  The city had a parade for him too. He threw out the first pitch for the Brewers game at Miller Park too.,neutral
The exception for a short dude: Larenz fineass Tate yum,neutral
@myprivatekeri  Thank you,neutral
@Commander_Cool yep here's hoping,happy
@unitechy good luck.. Finally your long time will of panvel tweetup finally coming true..,happy
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,neutral
i'm goin to bed now. see ya tomorrow twitter ppl.,neutral
@ThriftyMamaB for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,happy
@laurafraley01 if only I had half the drive you had!!!  You are my idol,angry
@souljaboytellem SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happy
Going to Scandic to have more food  (and learn about leadership of course),happy
"loves the new Mother's Day snl digital short, mother lover, oohhhh cornyness",happy
@xxBigOakxx you are a good child.,neutral
"Time to nap w/my giant, early birthday present, Pooh Bear stuffed animal",happy
Saturday Night Live in 3 minutes  Jimmy should still be on it.,angry
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,happy
@thiscouldbefun Happy Mother's Day! Hope you have an awesome time with the Bug,happy
@serenajwilliams Hi Serena just want to say good luck in Madrid and Paris this month,happy
WiSHiNG ALL THE MOTHERS A HAPPY MOTHER'S DAY,happy
"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bed  Night!",happy
"Goodnight, good morning and HAPPY MOTHERS DAY! Visit my profile to see my silly offspring.Its funny, the love of my life picks his nose!",happy
watching jackass. then bed,neutral
SNL w/ Justin Timberlake,surprise
@reenna96 My long lost friend!,happy
@geneva_rockett i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!,sad
@neptunecoffee yep it's only even better on tap,neutral
@WeddingRadio Want to learn how to make flowers????,neutral
@BumbleBeeBree He says thank you,happy
I am new here,neutral
I love Google's Mothers day theme  http://tr.im/jtl8,happy
"@mrskutcher Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",angry
Exhausted to the tee.. So i'm knocking out! Nighty night tweety birds,happy
@scorpfromhell Well said,happy
: Happy Mother's Day,happy
@cager83 wow I love it !!! thanks,happy
@djR3Z okay just checking!,happy
@IAmCattSadler Catt i TOTALLY love your default picture! You seem like such a fun mom!,happy
"@DjSpeedDaGreat good shit homie, hahahahaha thats what im talkin about  ;)",happy
Okay Im going to bed..Toodles twitts i've had my fun for the day,happy
Happy Mothers day  with my boy of the doom! (my dog xD),happy
@natalietran I did really like that http://tinyurl.com/c63mhr reminds  a little of my favor hfw,happy
@CHACITY has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,sad
Tomorrow is house shopping...,neutral
"@tallivansunder Too easy! Happy Mother's Day, to a great mom!",happy
Less than 99 days til warped tour.,angry
@bceband i cant wait to see you guys @ hq on sunday!!,happy
// sounders game tomorrow! and mother's day,happy
@vobes WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,angry
http://twitpic.com/4wmaw - pink.green.. Love it.!,happy
"@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",happy
@green_i_girl that's why you are #twitterbff,neutral
watching marley and me,neutral
my phone keeps beeping at me... thanks alan and speeeeeen!,happy
Is...Sayin Happy Mother's Day 2 Everyone!!!!!,happy
"@veropperez great!!  i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",happy
@CaseLynn Not us as far as I know  hee hee. We're thinking a few more years first .,happy
great reason!! @Karuna: &quot;I'll be there  @rkmonkey: &quot;trying to find an excuse to go to LA for 5/22 show @mello... ? http://blip.fm/~5z0dc,happy
@justinbrighten Happy Birthday!,neutral
@LetterstoCHRIS Tell everybody I say hello.,neutral
New To twitter,neutral
"@ElegySanft I don't say it, I KNOW it.  Because I'm just good like that",neutral
Good night everyone  im going to lay in bed and watch eraser!,neutral
@brookenparsons not nerdy at all. I made one yesterday.,neutral
@michaelmagical Been crazy busy here! *grins* It's Mother's Day weekend. Lots of my abies sending me well wishes,happy
@carolina90 hahahaha omg you win the internetz today!  &quot;Why are you trying to turn me into Zac Efron?&quot; hahaha,surprise
@shydgn ???? ?? ???? ??? ???????,neutral
Happy Mama's day to all mothers,happy
Checked if there's a new comment on friendster!,neutral
@jtimberlake Yay!  SNL is on!,happy
@jtug all the photos  niceeeee,happy
"@JaybzS Hi! We get to try out new restos..so yea, it fuunn  Let's have dinner when you get back!",happy
watching miss cytheria,happy
happy almost mother's day,happy
"This is my favourite shirt, because its true.  &lt;3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",neutral
MY best 'thing' on the planet,happy
"GOT MY RITE EAR PEIRCED! brother got his first peircing, his left ear. I also got 2 new septum bars, one is a  black c bar with balls!",happy
@MaraBG OK!  ~ you are such a wild one - can only imagine this one...,neutral
is going to bed soon. happy mothers day to all the mothers  &lt;333 ryan less than 3 weeks :],happy
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,happy
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,happy
@Infidel007 people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,neutral
Has finally learned how to think before he speaks. And it works wonders,happy
mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,neutral
@NKSuseDHTweep and again - You're welcome!,neutral
"@ItsJustDi Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",neutral
@grungeheart_ - hey there.    How was your day?,neutral
Making a milo,neutral
@alyssacalderon  I love you too! I'm kinds reading. But you can call if you'd like,happy
buy one of my shirts at http://www.districtlines.com/revertfashion you know you want to,neutral
@jtimberlake Why thank you... Us Mami's are bringin' sexy back...,surprise
"to indo dormir, good night",neutral
Watching scary movies with Ruby and Michael,happy
"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha",surprise
Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,happy
Goodnight Beautiful world  sweet dreams. olive juice!,happy
(@MauiPixie) Gonna watch JT on SNL tonight - not a fan of his music but think he's hilarious! 'Jizz in my Pants' - WAY too funny,neutral
"@blawnoxgirl Yes, we will! We should maybe do it in a DM though so we don't annoy our followers. Thought of that too late.    Good night!",angry
@chrisettefan the step show was fantabulous! (hi @lcsweets !) my sis's group won 2nd in their division and 2nd in the show overall! WHOO!,angry
@BB517  you and I apparently  how are you?,neutral
@meyen: You MUST watch Grey's. It was their 100th episode. Let me know once you do. I don't want to give out any more details,angry
@jwdilla I'm glad you've been having fun babe,happy
Mother's Day family dinner on a rainy Sunday night,happy
@ShelbyCohen mothers day gift,happy
Ha we made it safely home,angry
@AshLaws You know what they say about great minds...,neutral
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,angry
@missxlellabelle mon ami since 5 years young  I loveeee her. Foreverrr,happy
@_lightmare There are like six that hang around my house. If you can get it to come up to you... you can keep it.,neutral
Heavenly Donuts at 11:30 at night...sounds like a heavenly match to me.  SIYAL8R,happy
what am i doing drinking a shitload of water to get rid off me hangover then training at 9am,angry
Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...,happy
@ggw_bach Thank you for YOUR positive energy + contributions here!,happy
@mrlowesadvice time will tell,neutral
@swamwine Yeah! Thanks! I'll be back in soon to see what ya got!,happy
great night hangin out with my family... mom and dad loved the extra company tonight!  can't wait for FRC Pcola Tomorrow,happy
"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!",neutral
It's hard to tell But I think I'm right   I hope.,neutral
@sirlance16  Hope ur havin fun in da club,happy
"I have seen Star Trek, so now you guys can't spoil it  If you haven't seen it, Go. Go now.",happy
@iggyp We gotta hand out when you get back.,neutral
@beverly Thanks love  They are much better today.,happy
"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",happy
It's Just So Audioo.,neutral
"i beat aye to the music hall.  babyy, im like the cinnamon that beat the apple to the apple jacks.",happy
Tinkling the ivory keys on a grand piano tomorrow. The small things in life that keep me excited!,happy
@lotusheartbreak You should check yourz Rayne.,neutral
"Im free at last, tomorrow I get to remember what Sundays look like",happy
The battle at Minas Tirith is still very impressive. Return of the Jedi is the best Lord of the Rings movie IMO.,happy
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,happy
first day of work: sucessful  i didnt do anything stupid or hurt/embarrass myself too much...,happy
"Headed out at 6 today, shopped for Mother's Day gifts. I love B&amp;BWs new scents ? AND finished my book I bought yesterday.",happy
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,happy
back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,happy
@inkrediblenyc hey Lonnie! I'll be there next weekend  I can't wait.,happy
@darealTinaT Hey Love!!!,surprise
following some body on twitter,angry
seeing shane dawson videos,neutral
"@sakka: What, you're not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",surprise
@JackAllTimeLow wow. you guys get better every time i see you...come back to chicago soon! chicken cutlet,neutral
hanging with the cousin,neutral
"It's not even cold here, but im wearin a big jacket! It's got cat ears on it",angry
@esuh so what if i cried,surprise
watching HGTV at 236am lol wtf must love me some home decor,happy
Happy Mother's Day to all the moms out there.,happy
@ikonora Have a great night!,happy
although @pickupshanan (Volterra) is killing it right now here in la,happy
Happy Mothers Day,neutral
"@error505 - well i greatly appreciate your comment.  That means a lot to me.  I'm working on both of them...work in progress, you know.",happy
